Difficulty,wasSolved,NakedSingles,HiddenSingles,NakedSubsets_Size2,HiddenSubsets_Size2,BlockLine-Interactions,NakedSubsets_Size3,HiddenSubsets_Size3,NakedSubsets_Size4,HiddenSubsets_Size4,XWing,GivenCount,AnzStartPos1,AnzStartPos2,AnzStartPos3,AnzStartPos4,AnzStartPos5,AnzStartPos6,AnzStartPos7,AnzStartPos8,AnzStartPos9,AnzPossibilities,wasBacktracked
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 1, 8, 7, 7, 1, 3, 1, 8, 118, 0
0, 29, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 4, 4, 1, 0, 0, 1, 1, 0, 1, 160, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1, 7, 0, 0, 1, 3, 3, 2, 1, 118, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 2, 3, 3, 2, 0, 4, 1, 4, 136, 0
0, 38, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 3, 3, 2, 2, 1, 5, 2, 148, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 9, 3, 8, 9, 3, 3, 3, 2, 117, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 1, 2, 1, 6, 4, 4, 3, 8, 121, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 3, 4, 6, 0, 5, 6, 5, 3, 132, 0
0, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 4, 2, 2, 0, 6, 4, 5, 141, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 3, 3, 2, 3, 4, 3, 1, 1, 135, 0
0, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 4, 3, 2, 4, 4, 0, 0, 4, 128, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 3, 1, 6, 2, 3, 5, 1, 3, 134, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 7, 3, 2, 11, 2, 4, 7, 4, 11, 121, 0
0, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 2, 3, 1, 1, 6, 0, 1, 0, 141, 0
0, 51, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 5, 7, 2, 1, 0, 0, 2, 9, 3, 157, 0
0, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 0, 1, 3, 0, 3, 2, 1, 0, 160, 0
0, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 9, 3, 0, 6, 3, 4, 3, 0, 134, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 3, 10, 2, 4, 2, 3, 6, 3, 141, 0
0, 47, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 2, 1, 3, 1, 0, 4, 3, 2, 156, 0
0, 39, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 2, 8, 5, 5, 1, 4, 4, 3, 127, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 5, 0, 6, 5, 5, 6, 5, 3, 8, 132, 0
0, 41, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 2, 4, 0, 1, 6, 4, 1, 1, 150, 0
0, 49, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 6, 4, 5, 2, 8, 3, 2, 0, 148, 0
0, 49, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1, 3, 1, 0, 3, 2, 1, 2, 0, 173, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 2, 0, 3, 2, 8, 5, 2, 4, 128, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 3, 2, 4, 0, 1, 2, 0, 3, 136, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 5, 2, 5, 5, 4, 4, 6, 0, 130, 0
0, 41, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 4, 2, 0, 14, 8, 6, 3, 10, 127, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 5, 3, 3, 2, 6, 1, 2, 2, 125, 0
0, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 0, 3, 0, 2, 2, 4, 1, 1, 146, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 5, 5, 3, 5, 9, 8, 8, 11, 118, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 2, 4, 6, 6, 0, 7, 5, 6, 123, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 12, 0, 3, 0, 3, 8, 7, 4, 5, 123, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 13, 7, 1, 2, 3, 4, 1, 6, 2, 143, 0
0, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 1, 3, 2, 0, 5, 4, 3, 0, 153, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 11, 11, 6, 1, 12, 7, 8, 6, 110, 0
0, 33, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 0, 4, 0, 4, 2, 5, 1, 5, 140, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 4, 2, 0, 6, 7, 2, 2, 1, 147, 0
0, 44, 8, 4, 0, 0, 0, 0, 0, 0, 0, 0, 29, 2, 3, 0, 5, 0, 3, 0, 0, 4, 181, 0
0, 34, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 0, 0, 1, 3, 0, 3, 1, 0, 161, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 8, 2, 2, 3, 4, 4, 4, 4, 134, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 1, 5, 3, 11, 1, 1, 6, 5, 120, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 6, 3, 3, 0, 4, 3, 0, 3, 128, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 10, 6, 11, 5, 4, 4, 7, 5, 126, 0
0, 45, 5, 1, 0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 0, 0, 1, 2, 0, 0, 1, 0, 175, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 9, 5, 7, 8, 9, 13, 14, 4, 9, 119, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 0, 1, 0, 3, 0, 0, 1, 6, 158, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 7, 4, 7, 9, 7, 2, 6, 7, 123, 0
0, 44, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 3, 0, 4, 1, 9, 4, 6, 9, 129, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 3, 4, 1, 2, 5, 5, 0, 6, 134, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 6, 4, 9, 3, 2, 6, 2, 6, 128, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 5, 2, 5, 7, 4, 10, 3, 8, 4, 139, 0
0, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 1, 3, 4, 1, 3, 3, 0, 0, 159, 0
0, 40, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 0, 1, 5, 3, 3, 2, 6, 2, 133, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 6, 4, 7, 4, 2, 1, 3, 2, 160, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 10, 4, 3, 3, 3, 2, 5, 5, 127, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 0, 1, 0, 3, 3, 3, 0, 0, 144, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 4, 2, 2, 0, 8, 6, 6, 5, 142, 0
0, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 1, 0, 0, 4, 4, 0, 2, 3, 165, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 7, 4, 8, 4, 6, 6, 9, 3, 5, 128, 0
0, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 6, 7, 4, 5, 1, 2, 2, 2, 2, 145, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 1, 2, 6, 9, 2, 0, 2, 3, 138, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 4, 1, 1, 1, 0, 4, 7, 2, 135, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 0, 0, 0, 6, 3, 5, 2, 2, 133, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 5, 6, 4, 2, 2, 3, 7, 2, 123, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 13, 4, 4, 6, 5, 4, 5, 4, 118, 0
0, 44, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 5, 8, 0, 10, 1, 6, 3, 7, 122, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 3, 1, 3, 0, 2, 1, 6, 2, 137, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 5, 6, 8, 9, 5, 6, 5, 6, 121, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 7, 3, 3, 6, 3, 6, 8, 3, 128, 0
0, 41, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 0, 9, 1, 4, 0, 4, 4, 3, 132, 0
0, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 5, 0, 0, 1, 0, 4, 4, 1, 149, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 3, 6, 5, 7, 9, 7, 3, 5, 118, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 4, 2, 1, 3, 3, 1, 1, 2, 139, 0
0, 50, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 2, 2, 3, 7, 2, 4, 3, 0, 5, 155, 0
0, 41, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 2, 0, 2, 5, 6, 7, 4, 1, 132, 0
0, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 2, 2, 3, 0, 4, 8, 3, 11, 146, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 1, 4, 4, 6, 3, 2, 4, 3, 138, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 4, 0, 3, 0, 2, 6, 7, 3, 6, 151, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 4, 2, 2, 5, 3, 6, 1, 3, 142, 0
0, 39, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 2, 1, 1, 2, 3, 4, 3, 131, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 3, 5, 2, 3, 4, 1, 0, 5, 113, 0
0, 36, 11, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 1, 1, 2, 0, 3, 1, 4, 1, 143, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 3, 4, 3, 6, 2, 7, 1, 6, 133, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 3, 2, 1, 1, 2, 1, 3, 2, 138, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 6, 6, 7, 1, 5, 5, 8, 1, 4, 130, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 5, 5, 5, 4, 1, 0, 6, 2, 130, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 1, 8, 2, 9, 7, 10, 7, 15, 122, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 2, 1, 5, 2, 3, 5, 7, 9, 119, 0
0, 42, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 3, 0, 0, 2, 2, 4, 4, 1, 3, 168, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 3, 2, 6, 4, 4, 5, 5, 3, 129, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 1, 3, 1, 5, 4, 3, 0, 3, 132, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 2, 5, 3, 2, 2, 0, 4, 8, 131, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 2, 3, 2, 7, 4, 6, 6, 5, 124, 0
0, 44, 5, 0, 0, 0, 0, 0, 0, 0, 1, 0, 32, 0, 2, 1, 3, 1, 2, 3, 0, 0, 156, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 2, 9, 3, 6, 1, 2, 5, 1, 125, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 3, 6, 4, 0, 9, 6, 2, 3, 128, 0
0, 40, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 10, 1, 4, 6, 4, 3, 3, 3, 131, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 4, 1, 3, 4, 1, 0, 1, 1, 5, 151, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 6, 8, 7, 4, 4, 1, 13, 12, 120, 0
0, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1, 6, 1, 1, 0, 2, 3, 3, 1, 157, 0
0, 36, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 2, 1, 0, 0, 2, 3, 2, 1, 161, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 5, 2, 2, 6, 6, 5, 7, 3, 126, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 7, 4, 7, 3, 11, 11, 6, 5, 129, 0
0, 44, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 0, 3, 3, 8, 3, 4, 2, 0, 146, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 8, 10, 2, 4, 8, 9, 5, 9, 4, 124, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 2, 8, 3, 8, 5, 1, 2, 4, 132, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 5, 7, 2, 6, 7, 2, 7, 9, 115, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 6, 1, 5, 0, 1, 1, 2, 6, 140, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 2, 7, 1, 6, 3, 7, 3, 1, 134, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 9, 7, 3, 8, 4, 7, 8, 3, 128, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 7, 7, 3, 8, 6, 1, 4, 5, 136, 0
0, 49, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 5, 1, 0, 2, 3, 4, 5, 3, 2, 158, 0
0, 39, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 3, 4, 5, 3, 4, 2, 5, 0, 160, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 5, 1, 2, 5, 5, 2, 7, 2, 134, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1, 4, 6, 0, 11, 0, 8, 3, 4, 123, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 9, 4, 4, 1, 6, 2, 7, 5, 8, 129, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 4, 5, 7, 6, 3, 4, 9, 7, 132, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 1, 0, 0, 3, 3, 7, 0, 1, 143, 0
0, 35, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 27, 2, 10, 2, 2, 3, 3, 0, 0, 1, 197, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 2, 6, 5, 0, 3, 1, 4, 7, 136, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 7, 1, 0, 3, 3, 4, 0, 0, 128, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 3, 8, 5, 2, 2, 3, 6, 5, 136, 0
0, 43, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 3, 4, 5, 2, 1, 7, 0, 3, 164, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 1, 1, 8, 5, 3, 4, 4, 5, 126, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 7, 6, 2, 5, 4, 6, 5, 3, 2, 128, 0
0, 44, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 0, 0, 4, 3, 0, 3, 2, 1, 151, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 3, 4, 2, 4, 7, 1, 1, 1, 129, 0
0, 43, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 0, 0, 0, 4, 0, 1, 3, 2, 152, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 5, 7, 3, 3, 2, 2, 4, 7, 120, 0
0, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 11, 6, 3, 2, 4, 7, 2, 3, 6, 139, 0
0, 40, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 5, 5, 5, 0, 1, 0, 3, 1, 139, 0
0, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 1, 3, 1, 0, 2, 0, 1, 6, 148, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 4, 2, 8, 1, 1, 2, 4, 1, 126, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 3, 3, 3, 10, 13, 3, 4, 4, 139, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 6, 3, 2, 0, 0, 3, 2, 5, 0, 142, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 2, 2, 2, 1, 6, 3, 1, 2, 116, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 4, 0, 2, 4, 2, 1, 3, 8, 156, 0
0, 40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1, 0, 3, 1, 3, 3, 1, 1, 1, 169, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 11, 11, 2, 3, 2, 8, 4, 10, 3, 127, 0
0, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 3, 6, 2, 2, 0, 2, 2, 0, 153, 0
0, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 1, 0, 1, 2, 2, 2, 1, 2, 146, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 7, 5, 6, 1, 2, 4, 5, 5, 142, 0
0, 47, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 26, 2, 9, 1, 0, 0, 0, 1, 3, 3, 196, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 3, 1, 2, 1, 2, 2, 5, 8, 129, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1, 8, 3, 5, 7, 6, 10, 2, 4, 115, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 0, 10, 10, 12, 7, 7, 4, 10, 114, 0
0, 50, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 3, 3, 1, 2, 0, 0, 1, 0, 6, 177, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 1, 0, 2, 1, 0, 2, 0, 1, 144, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 2, 1, 5, 0, 4, 0, 1, 4, 134, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 1, 1, 6, 6, 4, 3, 2, 2, 126, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 4, 1, 4, 3, 2, 4, 2, 0, 123, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 1, 12, 4, 3, 5, 5, 1, 10, 145, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 6, 9, 2, 7, 2, 7, 3, 6, 120, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 7, 4, 1, 4, 4, 1, 1, 4, 5, 121, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 4, 3, 3, 3, 3, 4, 7, 4, 126, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 9, 5, 3, 6, 4, 5, 6, 2, 6, 116, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 7, 5, 1, 3, 6, 3, 4, 6, 6, 136, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 6, 2, 0, 0, 6, 2, 7, 1, 6, 142, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 6, 2, 0, 2, 3, 2, 4, 3, 137, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 7, 5, 1, 4, 7, 3, 5, 5, 125, 0
0, 47, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 2, 0, 5, 5, 0, 0, 3, 1, 149, 0
0, 45, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 2, 5, 1, 3, 2, 2, 1, 10, 139, 0
0, 45, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 2, 0, 0, 9, 3, 3, 2, 0, 149, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 8, 4, 3, 6, 1, 0, 9, 0, 129, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 9, 2, 7, 1, 5, 2, 7, 4, 2, 141, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 4, 8, 5, 3, 5, 5, 5, 4, 121, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 2, 2, 6, 4, 5, 2, 3, 2, 146, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 7, 2, 6, 2, 1, 7, 6, 6, 124, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 3, 2, 0, 2, 0, 6, 6, 6, 133, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 0, 5, 5, 3, 4, 3, 4, 7, 116, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 3, 2, 1, 4, 1, 0, 5, 4, 152, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 2, 2, 5, 5, 1, 3, 0, 3, 136, 0
0, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 0, 3, 2, 8, 1, 2, 0, 6, 1, 143, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 9, 10, 5, 4, 4, 6, 7, 3, 121, 0
0, 40, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 0, 0, 3, 2, 2, 3, 2, 143, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 5, 3, 3, 2, 1, 6, 7, 8, 123, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 5, 1, 1, 4, 4, 3, 3, 0, 140, 0
0, 45, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 2, 3, 2, 0, 1, 1, 0, 1, 150, 0
0, 38, 13, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1, 0, 0, 2, 1, 1, 4, 1, 5, 169, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 4, 0, 6, 1, 0, 2, 3, 3, 142, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 2, 3, 2, 3, 4, 3, 6, 4, 133, 0
0, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 3, 0, 1, 3, 2, 1, 6, 2, 167, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 4, 4, 6, 1, 6, 7, 2, 5, 112, 0
0, 42, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 3, 0, 0, 5, 4, 3, 2, 2, 167, 0
0, 43, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 9, 4, 3, 5, 5, 3, 2, 1, 152, 0
0, 44, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 2, 2, 9, 2, 2, 5, 4, 8, 141, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 9, 5, 2, 10, 12, 2, 3, 5, 10, 112, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 2, 1, 6, 1, 3, 5, 6, 5, 138, 0
0, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 3, 4, 3, 2, 0, 2, 0, 2, 164, 0
0, 42, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 2, 6, 6, 4, 3, 0, 0, 1, 138, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 5, 4, 2, 7, 1, 7, 3, 6, 123, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 11, 8, 2, 8, 16, 3, 4, 5, 122, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 4, 6, 2, 2, 2, 0, 0, 0, 135, 0
