Difficulty,wasSolved,NakedSingles,HiddenSingles,NakedSubsets_Size2,HiddenSubsets_Size2,BlockLine-Interactions,NakedSubsets_Size3,HiddenSubsets_Size3,NakedSubsets_Size4,HiddenSubsets_Size4,XWing,GivenCount,AnzStartPos1,AnzStartPos2,AnzStartPos3,AnzStartPos4,AnzStartPos5,AnzStartPos6,AnzStartPos7,AnzStartPos8,AnzStartPos9,AnzPossibilities,wasBacktracked
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 4, 4, 1, 0, 4, 1, 7, 2, 3, 143, 0
0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 4, 1, 1, 3, 0, 1, 3, 1, 1, 169, 0
0, 41, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 3, 8, 2, 3, 6, 4, 1, 1, 129, 0
0, 43, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 4, 4, 3, 3, 0, 2, 2, 3, 139, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 6, 1, 2, 2, 1, 4, 1, 0, 136, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 3, 1, 9, 4, 5, 2, 6, 2, 132, 0
0, 38, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 0, 2, 2, 1, 0, 1, 1, 0, 161, 0
0, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 3, 4, 3, 3, 3, 1, 3, 4, 152, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 0, 1, 1, 3, 2, 1, 4, 1, 160, 0
0, 46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 5, 6, 3, 5, 3, 4, 7, 8, 127, 0
0, 39, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1, 9, 0, 4, 1, 1, 1, 3, 1, 131, 0
0, 43, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 1, 7, 7, 1, 6, 3, 2, 5, 120, 0
0, 43, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 3, 2, 5, 1, 2, 4, 2, 0, 130, 0
0, 39, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 2, 2, 3, 1, 0, 3, 2, 2, 140, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 3, 6, 2, 3, 1, 0, 3, 1, 129, 0
0, 35, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 1, 3, 0, 3, 1, 5, 0, 1, 1, 166, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 1, 3, 7, 3, 3, 3, 0, 3, 125, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 4, 3, 1, 3, 2, 6, 0, 5, 141, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 6, 6, 4, 3, 2, 3, 6, 0, 139, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 9, 1, 2, 6, 4, 3, 9, 2, 142, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 0, 1, 8, 5, 4, 4, 7, 4, 123, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 4, 7, 7, 7, 3, 8, 0, 3, 118, 0
0, 42, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 2, 0, 4, 2, 2, 2, 3, 0, 0, 172, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 7, 4, 5, 7, 8, 3, 6, 8, 116, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 3, 5, 3, 2, 4, 0, 4, 7, 128, 0
0, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 2, 1, 0, 0, 0, 2, 0, 1, 148, 0
0, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 4, 0, 0, 0, 0, 4, 1, 0, 154, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 4, 4, 4, 1, 2, 7, 0, 128, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 4, 4, 5, 1, 6, 0, 3, 0, 143, 0
0, 39, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 9, 2, 1, 2, 3, 1, 6, 2, 152, 0
0, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 5, 4, 0, 3, 2, 2, 7, 138, 0
0, 31, 22, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 1, 3, 0, 0, 0, 0, 0, 0, 1, 191, 0
0, 45, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 6, 2, 0, 0, 6, 1, 3, 5, 0, 162, 0
0, 42, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 2, 4, 1, 9, 3, 9, 2, 7, 123, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1, 4, 4, 4, 3, 9, 2, 6, 6, 119, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1, 5, 2, 1, 6, 1, 2, 3, 8, 149, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 8, 4, 4, 1, 4, 3, 2, 8, 8, 131, 0
0, 37, 13, 2, 0, 0, 0, 0, 0, 0, 0, 0, 31, 0, 0, 2, 2, 3, 4, 0, 6, 0, 146, 0
0, 48, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 4, 0, 2, 2, 3, 1, 1, 1, 2, 170, 0
0, 45, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 7, 3, 1, 7, 7, 4, 3, 4, 127, 0
0, 42, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 6, 4, 5, 6, 2, 4, 0, 0, 1, 146, 0
0, 41, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 2, 2, 1, 0, 1, 4, 1, 0, 141, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 2, 0, 1, 3, 4, 5, 0, 0, 156, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 10, 3, 6, 3, 3, 3, 6, 1, 4, 132, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 7, 5, 8, 2, 5, 7, 1, 7, 114, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 10, 3, 4, 6, 8, 1, 1, 7, 126, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 7, 4, 4, 2, 6, 2, 6, 4, 132, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 6, 5, 1, 4, 3, 1, 0, 4, 4, 152, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 5, 5, 3, 1, 9, 7, 5, 2, 126, 0
0, 46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 2, 6, 2, 3, 2, 2, 6, 0, 135, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 4, 6, 2, 2, 4, 0, 5, 2, 137, 0
0, 43, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 0, 2, 4, 3, 8, 3, 4, 6, 128, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 4, 4, 7, 4, 2, 6, 4, 2, 133, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 1, 8, 2, 8, 4, 5, 6, 6, 125, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 3, 8, 6, 4, 7, 11, 7, 4, 101, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 11, 4, 2, 9, 5, 5, 6, 3, 112, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 5, 2, 1, 2, 4, 3, 2, 1, 139, 0
0, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 5, 2, 3, 1, 9, 2, 9, 8, 122, 0
0, 42, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 0, 4, 1, 1, 4, 4, 9, 0, 139, 0
0, 42, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 3, 3, 6, 1, 6, 3, 4, 2, 130, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 1, 3, 5, 10, 0, 5, 5, 3, 120, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 4, 5, 1, 0, 4, 2, 2, 3, 169, 0
0, 42, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 0, 1, 0, 2, 3, 2, 0, 1, 0, 170, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 10, 5, 8, 5, 4, 7, 5, 10, 119, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 5, 3, 5, 4, 1, 4, 1, 1, 138, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 3, 3, 0, 3, 1, 0, 6, 6, 144, 0
0, 38, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 1, 1, 6, 0, 3, 0, 2, 4, 140, 0
0, 48, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 3, 2, 7, 1, 3, 2, 2, 4, 163, 0
0, 48, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 1, 2, 2, 2, 2, 3, 0, 7, 160, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 1, 4, 3, 1, 4, 4, 4, 0, 143, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 2, 6, 6, 1, 5, 1, 4, 5, 127, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 7, 6, 1, 1, 3, 4, 1, 3, 144, 0
0, 37, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 1, 3, 1, 1, 0, 7, 1, 0, 1, 149, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 6, 5, 3, 3, 3, 3, 2, 4, 122, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 0, 0, 4, 4, 3, 4, 5, 4, 134, 0
0, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 3, 1, 0, 2, 0, 0, 4, 2, 140, 0
0, 43, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 5, 2, 3, 4, 7, 0, 1, 1, 145, 0
0, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 1, 1, 3, 2, 5, 3, 6, 2, 143, 0
0, 41, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 8, 12, 7, 2, 4, 2, 4, 5, 121, 0
0, 44, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 0, 1, 0, 4, 11, 5, 5, 0, 140, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 6, 4, 5, 4, 1, 3, 6, 4, 111, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 5, 0, 1, 2, 0, 6, 3, 2, 156, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 1, 1, 2, 1, 3, 1, 4, 2, 155, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 6, 4, 1, 7, 4, 7, 8, 4, 114, 0
0, 41, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 0, 0, 6, 3, 3, 4, 0, 0, 141, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 5, 3, 3, 6, 7, 2, 3, 2, 127, 0
0, 47, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 4, 5, 7, 6, 4, 0, 3, 0, 2, 154, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 1, 3, 4, 1, 5, 4, 4, 6, 128, 0
0, 43, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 1, 1, 4, 4, 1, 0, 2, 3, 140, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 1, 4, 2, 1, 4, 0, 3, 1, 142, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 10, 7, 6, 2, 4, 3, 5, 3, 120, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 10, 2, 7, 2, 6, 4, 6, 5, 4, 121, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 7, 3, 3, 7, 4, 5, 1, 4, 132, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 6, 3, 4, 0, 2, 5, 3, 2, 130, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 0, 2, 2, 1, 3, 7, 6, 3, 143, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 10, 7, 5, 7, 6, 7, 4, 6, 1, 126, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 1, 3, 3, 3, 6, 2, 4, 4, 128, 0
0, 41, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 3, 0, 0, 3, 1, 0, 1, 1, 133, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 1, 4, 1, 2, 4, 0, 6, 3, 138, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 8, 3, 6, 2, 6, 7, 7, 5, 122, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 10, 2, 3, 5, 1, 4, 0, 0, 127, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 4, 8, 15, 10, 5, 4, 9, 7, 110, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 7, 9, 1, 2, 8, 5, 5, 3, 4, 121, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 2, 4, 0, 1, 1, 4, 2, 0, 138, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 2, 7, 7, 3, 0, 4, 4, 2, 149, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 6, 7, 2, 5, 2, 8, 3, 5, 134, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 3, 8, 0, 4, 2, 3, 5, 6, 147, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 4, 2, 5, 4, 2, 6, 1, 2, 137, 0
0, 44, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 1, 4, 4, 2, 4, 2, 2, 2, 137, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 1, 2, 5, 4, 2, 7, 4, 1, 155, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 3, 7, 3, 2, 6, 1, 2, 5, 5, 139, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 3, 2, 3, 5, 10, 4, 6, 0, 119, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 8, 3, 6, 7, 6, 7, 1, 8, 5, 106, 0
0, 35, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 1, 5, 1, 0, 4, 1, 1, 5, 0, 139, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 9, 7, 11, 1, 4, 5, 9, 3, 111, 0
0, 45, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 1, 0, 6, 4, 1, 3, 2, 2, 0, 151, 0
0, 37, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 6, 2, 8, 1, 3, 4, 5, 5, 3, 126, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 6, 4, 2, 4, 2, 6, 6, 2, 120, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 4, 9, 1, 5, 8, 3, 4, 3, 5, 115, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 1, 3, 10, 0, 4, 4, 3, 4, 129, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 4, 0, 6, 2, 4, 5, 5, 6, 121, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 4, 3, 2, 6, 4, 1, 7, 3, 130, 0
0, 42, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 5, 4, 0, 1, 4, 2, 5, 6, 144, 0
0, 44, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 0, 0, 0, 11, 0, 1, 3, 4, 139, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 6, 1, 0, 4, 2, 2, 0, 7, 4, 149, 0
0, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 3, 3, 3, 5, 1, 0, 1, 3, 1, 156, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 2, 7, 5, 6, 0, 2, 4, 2, 136, 0
0, 37, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 0, 3, 0, 3, 0, 1, 4, 1, 138, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 2, 0, 7, 2, 3, 5, 3, 2, 127, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 6, 3, 5, 5, 2, 9, 2, 4, 132, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 5, 8, 3, 11, 2, 16, 3, 5, 3, 112, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 0, 5, 3, 1, 3, 3, 5, 4, 134, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 6, 7, 3, 4, 6, 11, 8, 1, 114, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 1, 4, 6, 2, 5, 0, 3, 5, 136, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 5, 5, 3, 3, 2, 2, 6, 6, 137, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 3, 6, 4, 7, 2, 4, 0, 1, 133, 0
0, 42, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 1, 2, 0, 1, 0, 0, 2, 0, 3, 183, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 10, 10, 5, 9, 5, 2, 5, 6, 120, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 2, 2, 2, 2, 2, 1, 3, 3, 133, 0
0, 52, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 29, 1, 0, 1, 1, 1, 0, 1, 1, 4, 183, 0
0, 47, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 2, 4, 1, 1, 0, 1, 0, 4, 0, 174, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 0, 5, 1, 0, 5, 1, 1, 2, 1, 132, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 5, 4, 6, 3, 2, 5, 7, 5, 117, 0
0, 40, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 6, 4, 1, 5, 3, 0, 1, 3, 153, 0
0, 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 2, 2, 0, 3, 1, 3, 1, 1, 2, 180, 0
0, 46, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 2, 0, 3, 7, 5, 5, 2, 1, 1, 153, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 5, 4, 4, 0, 3, 3, 5, 0, 0, 157, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 1, 3, 7, 4, 7, 0, 3, 5, 139, 0
0, 47, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 3, 2, 3, 2, 1, 6, 3, 8, 145, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 7, 5, 2, 3, 0, 4, 0, 0, 146, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 2, 2, 3, 1, 5, 1, 2, 4, 2, 129, 0
0, 46, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 1, 2, 0, 1, 5, 2, 4, 4, 151, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 8, 5, 4, 4, 2, 2, 9, 3, 123, 0
0, 39, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 0, 6, 3, 0, 1, 3, 2, 6, 150, 0
0, 42, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 1, 0, 7, 0, 4, 1, 1, 9, 131, 0
0, 43, 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 2, 0, 0, 1, 3, 3, 3, 2, 197, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 7, 1, 4, 3, 2, 1, 1, 4, 119, 0
0, 46, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 4, 0, 3, 6, 4, 5, 5, 2, 132, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 1, 4, 2, 1, 1, 0, 1, 0, 1, 159, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 8, 3, 2, 8, 5, 7, 5, 8, 1, 121, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 3, 5, 0, 3, 0, 3, 2, 2, 2, 153, 0
0, 47, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 2, 0, 2, 3, 3, 2, 1, 0, 1, 168, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 1, 4, 4, 1, 4, 6, 0, 3, 135, 0
0, 49, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 32, 7, 2, 10, 6, 6, 4, 3, 1, 2, 143, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 6, 2, 5, 6, 1, 2, 7, 1, 1, 141, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 1, 1, 1, 2, 0, 5, 0, 4, 155, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 7, 5, 3, 5, 9, 3, 5, 2, 5, 112, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 5, 2, 5, 10, 1, 3, 6, 5, 125, 0
0, 42, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 0, 1, 0, 2, 0, 6, 4, 0, 152, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 2, 3, 2, 1, 4, 0, 1, 1, 1, 147, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 2, 2, 2, 2, 4, 10, 7, 1, 1, 140, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 1, 2, 6, 7, 8, 1, 1, 6, 2, 131, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 4, 0, 7, 0, 9, 9, 6, 1, 3, 125, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 2, 2, 4, 5, 6, 2, 0, 7, 125, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 4, 6, 5, 4, 1, 4, 3, 4, 2, 135, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 2, 8, 1, 5, 0, 5, 6, 0, 135, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 2, 3, 3, 2, 2, 1, 5, 1, 6, 129, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 3, 7, 2, 9, 2, 4, 5, 2, 4, 120, 0
0, 45, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 36, 0, 2, 5, 3, 1, 1, 2, 6, 1, 129, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 5, 0, 6, 5, 5, 2, 7, 4, 6, 120, 0
0, 40, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 4, 4, 2, 3, 2, 3, 0, 0, 1, 153, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 0, 2, 2, 3, 3, 2, 1, 0, 2, 141, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 7, 9, 8, 9, 8, 10, 3, 5, 10, 107, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 6, 2, 2, 5, 3, 2, 5, 6, 1, 128, 0
0, 44, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 28, 6, 0, 2, 0, 0, 0, 0, 1, 1, 186, 0
0, 40, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 1, 4, 5, 2, 6, 4, 1, 4, 1, 131, 0
0, 47, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 5, 1, 2, 5, 0, 5, 0, 0, 145, 0
0, 41, 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 0, 3, 0, 1, 5, 1, 4, 4, 5, 138, 0
0, 42, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 30, 3, 1, 0, 3, 0, 0, 1, 3, 6, 168, 0
0, 50, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 1, 7, 1, 1, 1, 3, 5, 5, 149, 0
0, 34, 16, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 2, 4, 0, 2, 3, 0, 1, 3, 0, 159, 0
0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 35, 3, 2, 2, 4, 2, 2, 4, 5, 5, 130, 0
0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 3, 1, 2, 4, 0, 0, 1, 1, 3, 145, 0
0, 42, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 34, 5, 0, 3, 1, 2, 4, 2, 1, 2, 136, 0
